8,2.1333
8,2.0889
8,2.0444
8,2
8,1.9111
16,2.1333
16,2.0889
16,2.0444
16,2
16,1.9111
16,1.8667
24,2.1778
24,2.1333
24,2.0889
24,2.0444
24,2
24,1.9556
24,1.9111
24,1.8667
32,2.0889
32,2.0444
32,2
32,1.9556
32,1.9111
32,1.8667
40,2.1333
40,2.0889
40,2.0444
40,2
40,1.9556
40,1.9111
48,2.1333
48,2.0889
48,2.0444
48,2
48,1.9556
48,1.9111
48,1.8667
56,2.0889
56,2.0444
56,2
56,1.9556
56,1.9111
56,1.8667
56,1.8222
64,2.1333
64,2.0889
64,2.0444
64,2
64,1.9556
64,1.9111
64,1.8667
72,2.1333
72,2.0889
72,2.0444
72,2
72,1.9556
72,1.9111
72,1.8667
80,2.1333
80,2.0889
80,2.0444
80,2
80,1.9556
80,1.9111
80,1.8667
88,2.0889
88,2.0444
88,2
88,1.9556
88,1.9111
88,1.8667
96,2.1333
96,2.0889
96,2.0444
96,2
96,1.9556
96,1.9111
96,1.8667
104,2.0444
104,2
104,1.9556
104,1.9111
104,1.8667
112,2.0889
112,2.0444
112,2
112,1.9556
112,1.9111
112,1.8667
112,1.8222
120,2.0444
120,2
120,1.9556
120,1.9111
120,1.8667
120,1.8222
128,2.0444
128,2
128,1.9556
128,1.9111
128,1.8667
136,2.0444
136,2
136,1.9556
136,1.9111
136,1.8667
136,1.8222
144,1.9556
144,1.9111
144,1.8667
144,1.8222
144,1.7778
144,1.7333
152,2
152,1.9556
152,1.9111
152,1.8667
152,1.8222
152,1.7778
160,2
160,1.9556
160,1.9111
160,1.8667
160,1.8222
160,1.7778
168,1.9556
168,1.9111
168,1.8667
168,1.8222
168,1.7778
168,1.7333
176,1.9111
176,1.8667
176,1.8222
176,1.7778
176,1.7333
176,1.6889
176,1.6444
184,1.9556
184,1.9111
184,1.8667
184,1.8222
184,1.7778
184,1.7333
192,1.9111
192,1.8667
192,1.8222
192,1.7778
192,1.6889
200,1.9111
200,1.8667
