8,1.4667
8,1.4222
8,1.3778
16,1.4667
16,1.4222
16,1.3778
24,1.5556
24,1.5111
24,1.4667
24,1.4222
32,1.5111
32,1.4667
32,1.4222
32,1.3778
32,1.3333
40,1.5111
40,1.4667
40,1.4222
40,1.3778
48,1.5556
48,1.5111
48,1.4667
56,1.5111
56,1.4667
56,1.4222
56,1.3778
64,1.5556
64,1.5111
64,1.4667
64,1.4222
64,1.3778
64,1.3333
72,1.5556
72,1.5111
72,1.4667
72,1.4222
72,1.3778
80,1.5111
80,1.4667
80,1.4222
88,1.5556
88,1.5111
88,1.4667
96,1.5556
96,1.5111
96,1.4667
96,1.4222
96,1.3778
104,1.5111
104,1.4667
104,1.4222
104,1.3778
112,1.6
112,1.5556
112,1.5111
112,1.4667
120,1.6
120,1.5556
120,1.5111
120,1.4667
120,1.4222
120,1.3778
128,1.6
128,1.5556
128,1.5111
128,1.4667
128,1.4222
128,1.3778
136,1.6
136,1.5556
136,1.5111
144,1.5111
144,1.4667
144,1.4222
144,1.3778
152,1.5556
152,1.5111
152,1.4667
152,1.4222
160,1.6
160,1.5556
160,1.5111
160,1.4667
168,1.6
168,1.5556
168,1.5111
168,1.4667
168,1.4222
168,1.3778
176,1.6
176,1.5556
176,1.5111
176,1.4667
176,1.4222
176,1.3778
184,1.5556
184,1.5111
184,1.4667
184,1.4222
192,1.5556
192,1.4667
192,1.4222
200,1.6
200,1.5556
200,1.4667
200,1.4222
208,1.5556
208,1.5111
208,1.4667
208,1.4222
216,1.5556
216,1.5111
216,1.4667
216,1.4222
216,1.3778
224,1.5556
224,1.5111
224,1.4667
232,1.5556
232,1.5111
232,1.4667
232,1.4222
240,1.5556
240,1.5111
240,1.4667
240,1.4222
240,1.3778
248,1.5556
248,1.5111
248,1.4667
256,1.5111
256,1.4667
256,1.4222
256,1.3778
256,1.3333
264,1.5111
264,1.4667
264,1.4222
264,1.3778
272,1.5111
272,1.4667
272,1.4222
272,1.3778
280,1.4222
280,1.3778
280,1.3333
288,1.4667
288,1.4222
288,1.3778
288,1.3333
296,1.4222
296,1.3778
296,1.3333
296,1.2889
304,1.4222
304,1.3778
304,1.3333
304,1.2889
312,1.4222
